日期時間,timestamp,Diridon Caltrain Station 剩餘數量,Civic Center 剩餘數量
2015/1/21 16:40,1.42189E+12,15,6
2015/1/21 16:41,1.42189E+12,16,6
2015/1/21 16:50,1.42189E+12,17,5
2015/1/21 17:06,1.42189E+12,16,6
2015/1/21 17:11,1.42189E+12,17,6
2015/1/21 17:16,1.42189E+12,18,6
2015/1/21 17:18,1.42189E+12,17,6
2015/1/21 17:19,1.42189E+12,18,6
2015/1/21 17:33,1.42189E+12,16,5
2015/1/21 17:41,1.42189E+12,17,6
2015/1/21 17:56,1.42189E+12,16,6
2015/1/21 18:01,1.42189E+12,17,6
2015/1/21 18:07,1.42189E+12,18,6
2015/1/21 18:11,1.42189E+12,16,6
2015/1/21 18:12,1.42189E+12,17,6
2015/1/21 18:16,1.42189E+12,18,5
2015/1/21 18:17,1.42189E+12,19,5
2015/1/21 18:26,1.42189E+12,18,6
2015/1/21 18:29,1.42189E+12,17,6
2015/1/21 18:31,1.42189E+12,18,6
2015/1/21 18:41,1.42189E+12,17,6
2015/1/21 19:06,1.4219E+12,18,6
2015/1/21 19:09,1.4219E+12,19,6
2015/1/21 19:21,1.4219E+12,18,6
2015/1/21 19:23,1.4219E+12,17,6
2015/1/21 19:26,1.4219E+12,18,6
2015/1/21 19:41,1.4219E+12,17,5
2015/1/21 19:46,1.4219E+12,18,6
2015/1/21 20:01,1.4219E+12,17,5
2015/1/21 20:11,1.4219E+12,18,6
2015/1/21 20:16,1.4219E+12,17,6
2015/1/21 20:21,1.4219E+12,18,6
2015/1/21 20:26,1.4219E+12,17,6
2015/1/21 20:36,1.4219E+12,18,6
2015/1/21 20:46,1.4219E+12,17,6
2015/1/21 20:56,1.4219E+12,18,6
2015/1/21 21:01,1.4219E+12,17,5
2015/1/21 21:06,1.4219E+12,18,5
2015/1/21 21:36,1.4219E+12,17,6
2015/1/21 21:41,1.42191E+12,18,6
2015/1/21 21:51,1.42191E+12,17,6
2015/1/21 21:56,1.42191E+12,18,6
2015/1/21 22:15,1.42191E+12,19,5
2015/1/21 22:21,1.42191E+12,18,5
2015/1/21 22:26,1.42191E+12,19,5
2015/1/21 22:36,1.42191E+12,18,5
2015/1/21 22:41,1.42191E+12,19,4
2015/1/21 23:16,1.42191E+12,18,5
2015/1/21 23:21,1.42191E+12,19,5
2015/1/21 23:26,1.42191E+12,18,5
2015/1/21 23:31,1.42191E+12,19,5
2015/1/21 23:51,1.42191E+12,18,4
2015/1/21 23:56,1.42191E+12,19,5
2015/1/22 00:01,1.42191E+12,18,4
2015/1/22 00:16,1.42191E+12,19,5
2015/1/22 00:21,1.42191E+12,18,5
2015/1/22 00:31,1.42192E+12,19,5
2015/1/22 01:01,1.42192E+12,18,5
2015/1/22 01:06,1.42192E+12,19,5
2015/1/22 01:21,1.42192E+12,18,5
2015/1/22 01:31,1.42192E+12,19,5
2015/1/22 01:41,1.42192E+12,18,5
2015/1/22 01:46,1.42192E+12,17,5
2015/1/22 01:56,1.42192E+12,18,5
2015/1/22 02:01,1.42192E+12,17,5
2015/1/22 02:11,1.42192E+12,19,5
2015/1/22 02:16,1.42192E+12,17,5
2015/1/22 02:21,1.42192E+12,18,5
2015/1/22 02:31,1.42192E+12,17,5
2015/1/22 02:36,1.42192E+12,18,5
2015/1/22 02:46,1.42192E+12,16,5
2015/1/22 02:51,1.42192E+12,17,5
2015/1/22 02:56,1.42192E+12,18,5
2015/1/22 03:01,1.42192E+12,19,5
2015/1/22 03:11,1.42193E+12,18,5
2015/1/22 03:31,1.42193E+12,19,5
2015/1/22 03:41,1.42193E+12,17,5
2015/1/22 03:51,1.42193E+12,19,5
2015/1/22 03:56,1.42193E+12,18,5
2015/1/22 04:16,1.42193E+12,17,5
2015/1/22 04:21,1.42193E+12,18,5
2015/1/22 04:31,1.42193E+12,19,5
2015/1/22 04:51,1.42193E+12,16,5
2015/1/22 04:56,1.42193E+12,19,5
2015/1/22 05:06,1.42193E+12,17,5
2015/1/22 05:16,1.42193E+12,18,5
2015/1/22 05:31,1.42193E+12,17,5
2015/1/22 05:36,1.42193E+12,19,5
2015/1/22 05:51,1.42193E+12,17,5
2015/1/22 05:56,1.42193E+12,18,5
2015/1/22 06:01,1.42194E+12,19,5
2015/1/22 06:06,1.42194E+12,17,5
2015/1/22 06:11,1.42194E+12,19,5
2015/1/22 06:16,1.42194E+12,18,5
2015/1/22 06:26,1.42194E+12,19,5
2015/1/22 06:30,1.42194E+12,20,5
2015/1/22 06:31,1.42194E+12,19,5
2015/1/22 06:36,1.42194E+12,20,5
2015/1/22 06:40,1.42194E+12,21,5
2015/1/22 06:51,1.42194E+12,20,5
2015/1/22 06:56,1.42194E+12,21,5
2015/1/22 06:59,1.42194E+12,20,5
2015/1/22 07:01,1.42194E+12,21,5
2015/1/22 07:02,1.42194E+12,20,5
2015/1/22 07:06,1.42194E+12,21,5
2015/1/22 07:11,1.42194E+12,19,5
2015/1/22 07:16,1.42194E+12,21,5
2015/1/22 07:21,1.42194E+12,20,5
2015/1/22 07:31,1.42194E+12,19,6
2015/1/22 07:36,1.42194E+12,20,6
2015/1/22 07:41,1.42194E+12,19,6
2015/1/22 07:46,1.42194E+12,22,6
2015/1/22 07:48,1.42194E+12,20,6
2015/1/22 07:50,1.42194E+12,21,6
2015/1/22 07:56,1.42194E+12,19,6
2015/1/22 08:01,1.42194E+12,20,6
2015/1/22 08:06,1.42194E+12,21,6
2015/1/22 08:07,1.42194E+12,20,6
2015/1/22 08:08,1.42194E+12,19,5
2015/1/22 08:16,1.42194E+12,18,5
2015/1/22 08:18,1.42194E+12,19,5
2015/1/22 08:20,1.42194E+12,18,5
2015/1/22 08:21,1.42194E+12,19,5
2015/1/22 08:35,1.42194E+12,18,5
2015/1/22 08:36,1.42194E+12,17,5
2015/1/22 08:41,1.42194E+12,18,5
2015/1/22 09:01,1.42195E+12,17,5
2015/1/22 09:06,1.42195E+12,18,5
2015/1/22 09:08,1.42195E+12,17,5
2015/1/22 09:11,1.42195E+12,16,5
2015/1/22 09:21,1.42195E+12,14,5
2015/1/22 11:44,1.42196E+12,13,5
2015/1/22 14:36,1.42197E+12,14,5
2015/1/22 16:11,1.42197E+12,15,5
2015/1/22 16:13,1.42197E+12,16,5
2015/1/22 16:21,1.42197E+12,15,5
2015/1/22 16:31,1.42197E+12,16,5
2015/1/22 16:35,1.42197E+12,17,5
2015/1/22 16:53,1.42197E+12,16,5
2015/1/22 16:58,1.42197E+12,17,5
2015/1/22 17:12,1.42198E+12,18,5
2015/1/22 17:15,1.42198E+12,19,5
2015/1/22 17:16,1.42198E+12,20,5
2015/1/22 17:18,1.42198E+12,21,5
2015/1/22 17:20,1.42198E+12,22,5
2015/1/22 17:28,1.42198E+12,23,5
2015/1/22 17:35,1.42198E+12,21,5
2015/1/22 17:39,1.42198E+12,22,5
2015/1/22 17:51,1.42198E+12,21,4
2015/1/22 18:01,1.42198E+12,23,5
2015/1/22 18:11,1.42198E+12,24,5
2015/1/22 18:12,1.42198E+12,22,5
2015/1/22 18:13,1.42198E+12,21,5
2015/1/22 18:22,1.42198E+12,22,5
2015/1/22 18:24,1.42198E+12,21,5
2015/1/22 18:35,1.42198E+12,20,5
2015/1/22 18:56,1.42198E+12,21,5
2015/1/22 19:23,1.42198E+12,20,5
2015/1/22 21:26,1.42199E+12,19,5
2015/1/22 21:31,1.42199E+12,20,5
2015/1/22 22:18,1.42199E+12,18,5
2015/1/22 22:36,1.42199E+12,16,5
2015/1/22 22:41,1.422E+12,18,5
2015/1/22 23:21,1.422E+12,16,5
2015/1/22 23:31,1.422E+12,18,5
2015/1/23 00:21,1.422E+12,17,5
2015/1/23 00:31,1.422E+12,18,5
2015/1/23 00:36,1.422E+12,17,5
2015/1/23 00:41,1.422E+12,18,4
2015/1/23 00:56,1.422E+12,17,5
2015/1/23 01:11,1.422E+12,16,5
2015/1/23 01:16,1.422E+12,17,5
2015/1/23 01:21,1.422E+12,18,5
2015/1/23 01:31,1.42201E+12,17,5
2015/1/23 01:36,1.42201E+12,18,5
2015/1/23 01:41,1.42201E+12,17,5
2015/1/23 01:51,1.42201E+12,18,5
2015/1/23 01:56,1.42201E+12,17,5
2015/1/23 02:11,1.42201E+12,18,5
2015/1/23 02:16,1.42201E+12,17,5
2015/1/23 02:21,1.42201E+12,16,5
2015/1/23 02:26,1.42201E+12,15,5
2015/1/23 02:31,1.42201E+12,16,5
2015/1/23 02:36,1.42201E+12,17,5
2015/1/23 02:51,1.42201E+12,15,5
2015/1/23 02:56,1.42201E+12,16,5
2015/1/23 03:01,1.42201E+12,18,5
2015/1/23 03:11,1.42201E+12,17,5
2015/1/23 03:16,1.42201E+12,18,5
2015/1/23 03:21,1.42201E+12,16,5
2015/1/23 03:31,1.42201E+12,17,5
2015/1/23 03:51,1.42201E+12,18,5
2015/1/23 04:01,1.42201E+12,17,5
2015/1/23 04:21,1.42202E+12,18,5
2015/1/23 04:31,1.42202E+12,17,5
2015/1/23 04:36,1.42202E+12,18,5
2015/1/23 04:41,1.42202E+12,17,5
2015/1/23 04:56,1.42202E+12,15,4
2015/1/23 05:01,1.42202E+12,16,4
2015/1/23 05:06,1.42202E+12,18,5
2015/1/23 05:11,1.42202E+12,17,4
2015/1/23 05:21,1.42202E+12,18,5
2015/1/23 05:26,1.42202E+12,16,5
2015/1/23 05:31,1.42202E+12,18,5
2015/1/23 05:36,1.42202E+12,17,5
2015/1/23 05:46,1.42202E+12,18,5
2015/1/23 05:51,1.42202E+12,17,5
2015/1/23 05:56,1.42202E+12,18,5
2015/1/23 06:06,1.42202E+12,17,5
2015/1/23 06:16,1.42202E+12,16,4
2015/1/23 06:26,1.42202E+12,17,4
2015/1/23 06:30,1.42202E+12,18,4
2015/1/23 06:36,1.42202E+12,17,5
2015/1/23 06:40,1.42202E+12,18,5
2015/1/23 06:41,1.42202E+12,20,5
2015/1/23 06:46,1.42202E+12,19,5
2015/1/23 06:56,1.42202E+12,21,5
2015/1/23 07:01,1.42203E+12,20,5
2015/1/23 07:06,1.42203E+12,19,5
2015/1/23 07:11,1.42203E+12,20,5
2015/1/23 07:16,1.42203E+12,21,5
2015/1/23 07:21,1.42203E+12,20,5
2015/1/23 07:36,1.42203E+12,19,5
2015/1/23 07:39,1.42203E+12,20,5
2015/1/23 07:40,1.42203E+12,19,5
2015/1/23 07:41,1.42203E+12,21,5
2015/1/23 07:44,1.42203E+12,23,5
2015/1/23 07:53,1.42203E+12,24,5
2015/1/23 07:56,1.42203E+12,23,5
2015/1/23 07:58,1.42203E+12,22,5
2015/1/23 08:06,1.42203E+12,23,5
2015/1/23 08:10,1.42203E+12,21,5
2015/1/23 08:37,1.42203E+12,20,5
2015/1/23 09:21,1.42203E+12,19,5
2015/1/23 10:08,1.42204E+12,20,5
2015/1/23 10:12,1.42204E+12,21,5
2015/1/23 12:21,1.42204E+12,20,5
2015/1/23 12:26,1.42204E+12,21,5
2015/1/23 12:31,1.42205E+12,20,5
2015/1/23 12:41,1.42205E+12,21,5
2015/1/23 13:10,1.42205E+12,22,5
2015/1/23 13:26,1.42205E+12,21,5
2015/1/23 13:46,1.42205E+12,22,5
2015/1/23 14:45,1.42205E+12,23,5
2015/1/23 15:16,1.42205E+12,22,5
2015/1/23 15:21,1.42206E+12,23,5
2015/1/23 16:03,1.42206E+12,22,5
2015/1/23 16:08,1.42206E+12,23,5
2015/1/23 16:31,1.42206E+12,24,5
2015/1/23 16:43,1.42206E+12,25,5
2015/1/23 17:01,1.42206E+12,26,5
2015/1/23 17:16,1.42206E+12,27,4
2015/1/23 17:18,1.42206E+12,26,4
2015/1/23 17:20,1.42206E+12,25,4
2015/1/23 17:21,1.42206E+12,26,5
2015/1/23 17:32,1.42206E+12,23,5
2015/1/23 17:41,1.42206E+12,22,5
2015/1/23 17:49,1.42206E+12,21,5
2015/1/23 18:16,1.42207E+12,22,5
2015/1/23 18:43,1.42207E+12,21,5
2015/1/24 06:26,1.42211E+12,20,4
2015/1/24 06:31,1.42211E+12,21,4
2015/1/24 07:47,1.42211E+12,22,6
2015/1/24 09:46,1.42212E+12,21,6
2015/1/24 09:51,1.42212E+12,22,6
2015/1/24 10:02,1.42212E+12,23,6
2015/1/24 11:41,1.42213E+12,22,6
2015/1/24 11:46,1.42213E+12,23,6
2015/1/24 12:11,1.42213E+12,22,6
2015/1/24 12:16,1.42213E+12,23,6
2015/1/24 13:47,1.42214E+12,24,6
2015/1/24 14:16,1.42214E+12,23,6
2015/1/24 14:30,1.42214E+12,22,6
2015/1/24 14:31,1.42214E+12,21,6
2015/1/24 14:46,1.42214E+12,20,6
2015/1/24 14:51,1.42214E+12,21,6
2015/1/24 15:06,1.42214E+12,20,6
2015/1/24 15:11,1.42214E+12,21,6
2015/1/24 15:26,1.42214E+12,20,6
2015/1/24 15:31,1.42214E+12,21,6
2015/1/24 15:40,1.42214E+12,23,6
2015/1/24 16:14,1.42214E+12,21,6
2015/1/24 16:15,1.42214E+12,19,6
2015/1/24 16:18,1.42215E+12,17,6
2015/1/24 16:19,1.42215E+12,15,6
2015/1/24 19:27,1.42216E+12,14,6
2015/1/25 04:06,1.42219E+12,13,6
2015/1/25 04:11,1.42219E+12,14,6
2015/1/25 06:06,1.42219E+12,13,6
2015/1/25 06:11,1.4222E+12,14,5
2015/1/25 06:16,1.4222E+12,13,5
2015/1/25 06:21,1.4222E+12,14,6
2015/1/25 06:51,1.4222E+12,13,5
2015/1/25 06:56,1.4222E+12,14,6
2015/1/25 07:01,1.4222E+12,13,6
2015/1/25 07:06,1.4222E+12,14,6
2015/1/25 07:21,1.4222E+12,13,6
2015/1/25 07:51,1.4222E+12,14,6
2015/1/25 07:56,1.4222E+12,13,6
2015/1/25 08:16,1.4222E+12,14,6
2015/1/25 08:43,1.4222E+12,12,6
2015/1/25 08:44,1.4222E+12,10,6
2015/1/25 08:45,1.4222E+12,8,6
2015/1/25 18:18,1.42224E+12,9,6
2015/1/25 19:19,1.42224E+12,10,6
2015/1/26 03:51,1.42227E+12,9,6
2015/1/26 03:56,1.42227E+12,10,6
2015/1/26 05:16,1.42228E+12,9,6
2015/1/26 05:21,1.42228E+12,10,6
2015/1/26 06:35,1.42228E+12,11,6
2015/1/26 06:37,1.42228E+12,12,6
2015/1/26 06:41,1.42228E+12,14,6
2015/1/26 06:46,1.42228E+12,13,6
2015/1/26 06:51,1.42228E+12,12,6
2015/1/26 06:58,1.42228E+12,11,6
2015/1/26 07:16,1.42229E+12,13,6
2015/1/26 07:26,1.42229E+12,10,6
2015/1/26 07:31,1.42229E+12,13,6
2015/1/26 07:34,1.42229E+12,12,6
2015/1/26 07:38,1.42229E+12,13,6
2015/1/26 07:41,1.42229E+12,14,6
2015/1/26 07:44,1.42229E+12,13,6
2015/1/26 07:47,1.42229E+12,14,6
2015/1/26 07:56,1.42229E+12,15,6
2015/1/26 08:11,1.42229E+12,14,6
2015/1/26 08:36,1.42229E+12,13,5
2015/1/26 08:46,1.42229E+12,14,7
2015/1/26 09:04,1.42229E+12,13,7
2015/1/26 09:22,1.42229E+12,12,7
2015/1/26 09:23,1.42229E+12,11,7
2015/1/26 09:26,1.42229E+12,12,7
2015/1/26 10:13,1.4223E+12,11,7
2015/1/26 15:07,1.42231E+12,12,6
2015/1/26 16:17,1.42232E+12,13,6
2015/1/26 16:18,1.42232E+12,14,6
2015/1/26 16:36,1.42232E+12,15,6
2015/1/26 16:42,1.42232E+12,16,6
2015/1/26 16:45,1.42232E+12,17,6
2015/1/26 16:47,1.42232E+12,16,6
2015/1/26 16:51,1.42232E+12,15,6
2015/1/26 17:15,1.42232E+12,16,6
2015/1/26 17:20,1.42232E+12,17,6
2015/1/26 17:26,1.42232E+12,18,5
2015/1/26 17:34,1.42232E+12,15,6
2015/1/26 17:35,1.42232E+12,16,6
2015/1/26 17:42,1.42232E+12,17,6
2015/1/26 18:03,1.42232E+12,18,6
2015/1/26 18:09,1.42232E+12,17,6
2015/1/26 18:33,1.42233E+12,16,6
2015/1/26 18:48,1.42233E+12,14,6
2015/1/26 18:49,1.42233E+12,12,6
2015/1/26 19:44,1.42233E+12,11,7
2015/1/26 20:26,1.42233E+12,12,7
2015/1/26 23:23,1.42234E+12,11,6
2015/1/27 05:41,1.42237E+12,12,7
2015/1/27 06:34,1.42237E+12,13,7
2015/1/27 07:20,1.42237E+12,12,7
2015/1/27 07:38,1.42237E+12,11,7
2015/1/27 07:45,1.42237E+12,10,6
2015/1/27 07:47,1.42237E+12,12,7
2015/1/27 07:48,1.42237E+12,13,7
2015/1/27 07:51,1.42237E+12,11,7
2015/1/27 07:56,1.42237E+12,13,7
2015/1/27 08:06,1.42237E+12,11,7
2015/1/27 09:20,1.42238E+12,10,7
2015/1/27 09:22,1.42238E+12,9,7
2015/1/27 14:45,1.4224E+12,8,7
2015/1/27 14:47,1.4224E+12,7,7
2015/1/27 16:16,1.4224E+12,8,7
2015/1/27 16:37,1.42241E+12,9,7
2015/1/27 16:38,1.42241E+12,10,7
2015/1/27 16:42,1.42241E+12,11,6
2015/1/27 17:04,1.42241E+12,12,6
2015/1/27 17:14,1.42241E+12,13,7
2015/1/27 17:21,1.42241E+12,14,7
2015/1/27 17:27,1.42241E+12,15,7
2015/1/27 17:32,1.42241E+12,13,7
2015/1/27 17:33,1.42241E+12,12,7
2015/1/27 17:36,1.42241E+12,11,6
2015/1/27 17:40,1.42241E+12,12,6
2015/1/27 17:41,1.42241E+12,11,7
2015/1/27 17:42,1.42241E+12,8,7
2015/1/27 18:07,1.42241E+12,7,7
2015/1/27 18:21,1.42241E+12,8,7
2015/1/27 18:22,1.42241E+12,7,7
2015/1/27 18:24,1.42241E+12,6,7
2015/1/27 18:46,1.42241E+12,5,7
2015/1/27 18:53,1.42241E+12,4,7
2015/1/27 19:24,1.42242E+12,3,7
2015/1/27 20:15,1.42242E+12,4,8
2015/1/27 22:15,1.42243E+12,3,8
2015/1/28 06:32,1.42246E+12,4,8
2015/1/28 06:36,1.42246E+12,5,8
2015/1/28 07:01,1.42246E+12,4,8
2015/1/28 07:35,1.42246E+12,3,8
2015/1/28 07:42,1.42246E+12,5,8
2015/1/28 07:48,1.42246E+12,4,7
2015/1/28 07:50,1.42246E+12,3,7
2015/1/28 07:52,1.42246E+12,4,8
2015/1/28 07:56,1.42246E+12,5,8
2015/1/28 08:12,1.42246E+12,3,8
2015/1/28 08:35,1.42246E+12,2,8
2015/1/28 08:46,1.42246E+12,0,8
2015/1/28 09:17,1.42247E+12,2,8
2015/1/28 09:19,1.42247E+12,5,8
2015/1/28 09:21,1.42247E+12,6,8
2015/1/28 09:47,1.42247E+12,5,8
2015/1/28 10:12,1.42247E+12,4,8
2015/1/28 10:15,1.42247E+12,3,8
2015/1/28 14:12,1.42248E+12,4,7
2015/1/28 14:53,1.42249E+12,5,7
2015/1/28 15:13,1.42249E+12,4,7
2015/1/28 16:07,1.42249E+12,5,7
2015/1/28 16:17,1.42249E+12,6,7
2015/1/28 16:39,1.42249E+12,7,7
2015/1/28 16:42,1.42249E+12,9,7
2015/1/28 16:43,1.42249E+12,10,7
2015/1/28 16:47,1.42249E+12,9,7
2015/1/28 17:03,1.42249E+12,10,7
2015/1/28 17:12,1.42249E+12,11,7
2015/1/28 17:17,1.42249E+12,12,7
2015/1/28 17:20,1.42249E+12,13,7
2015/1/28 17:33,1.4225E+12,10,7
2015/1/28 17:34,1.4225E+12,8,7
2015/1/28 17:42,1.4225E+12,7,7
2015/1/28 18:04,1.4225E+12,6,7
2015/1/28 19:03,1.4225E+12,8,7
2015/1/28 19:04,1.4225E+12,10,7
2015/1/28 19:05,1.4225E+12,12,7
2015/1/28 19:06,1.4225E+12,13,7
2015/1/28 19:09,1.4225E+12,14,7
2015/1/28 19:58,1.4225E+12,13,7
2015/1/28 20:11,1.4225E+12,14,7
2015/1/28 20:56,1.42251E+12,15,7
2015/1/28 21:11,1.42251E+12,14,7
2015/1/28 21:16,1.42251E+12,15,7
2015/1/28 22:18,1.42251E+12,14,7
2015/1/28 23:20,1.42252E+12,13,7
2015/1/29 00:17,1.42252E+12,12,7
2015/1/29 00:21,1.42252E+12,13,7
2015/1/29 00:59,1.42252E+12,12,7
2015/1/29 02:01,1.42253E+12,11,7
2015/1/29 02:16,1.42253E+12,12,7
2015/1/29 02:21,1.42253E+12,11,7
2015/1/29 02:26,1.42253E+12,12,7
2015/1/29 03:31,1.42253E+12,11,7
2015/1/29 03:36,1.42253E+12,12,7
2015/1/29 04:06,1.42253E+12,11,7
2015/1/29 04:11,1.42253E+12,12,7
2015/1/29 05:41,1.42254E+12,11,7
2015/1/29 05:46,1.42254E+12,12,7
2015/1/29 06:33,1.42254E+12,13,7
2015/1/29 06:38,1.42254E+12,14,7
2015/1/29 06:41,1.42254E+12,13,7
2015/1/29 06:42,1.42254E+12,14,7
2015/1/29 06:46,1.42254E+12,15,7
2015/1/29 06:59,1.42254E+12,14,7
2015/1/29 07:29,1.42255E+12,15,6
2015/1/29 07:30,1.42255E+12,16,6
2015/1/29 07:39,1.42255E+12,15,6
2015/1/29 07:40,1.42255E+12,16,6
2015/1/29 07:47,1.42255E+12,18,6
2015/1/29 07:49,1.42255E+12,17,6
2015/1/29 07:53,1.42255E+12,18,6
2015/1/29 08:00,1.42255E+12,19,6
2015/1/29 08:01,1.42255E+12,18,6
2015/1/29 08:06,1.42255E+12,19,7
2015/1/29 08:11,1.42255E+12,18,6
2015/1/29 08:14,1.42255E+12,16,6
2015/1/29 08:16,1.42255E+12,17,6
2015/1/29 08:17,1.42255E+12,18,6
2015/1/29 08:22,1.42255E+12,17,6
2015/1/29 08:26,1.42255E+12,15,6
2015/1/29 08:31,1.42255E+12,16,6
2015/1/29 08:34,1.42255E+12,15,6
2015/1/29 08:41,1.42255E+12,16,6
2015/1/29 08:46,1.42255E+12,15,6
2015/1/29 08:55,1.42255E+12,14,6
2015/1/29 09:02,1.42255E+12,13,6
2015/1/29 09:11,1.42255E+12,14,6
2015/1/29 09:13,1.42255E+12,15,6
2015/1/29 09:16,1.42255E+12,14,6
2015/1/29 09:26,1.42255E+12,15,6
2015/1/29 09:31,1.42255E+12,14,7
2015/1/29 09:33,1.42255E+12,13,7
2015/1/29 09:36,1.42255E+12,14,7
2015/1/29 09:41,1.42255E+12,13,7
2015/1/29 09:46,1.42255E+12,14,7
2015/1/29 10:01,1.42255E+12,15,7
2015/1/29 10:06,1.42255E+12,14,7
2015/1/29 10:16,1.42256E+12,15,6
2015/1/29 10:21,1.42256E+12,14,7
2015/1/29 10:36,1.42256E+12,15,7
2015/1/29 10:51,1.42256E+12,14,7
2015/1/29 11:01,1.42256E+12,15,7
2015/1/29 11:16,1.42256E+12,14,7
2015/1/29 11:18,1.42256E+12,13,7
2015/1/29 11:41,1.42256E+12,14,7
2015/1/29 11:46,1.42256E+12,13,7
2015/1/29 11:47,1.42256E+12,12,7
2015/1/29 11:48,1.42256E+12,11,7
2015/1/29 11:56,1.42256E+12,12,7
2015/1/29 12:01,1.42256E+12,11,7
2015/1/29 12:41,1.42256E+12,12,7
2015/1/29 12:46,1.42256E+12,11,7
2015/1/29 13:41,1.42257E+12,12,7
2015/1/29 13:46,1.42257E+12,11,7
2015/1/29 13:51,1.42257E+12,12,7
2015/1/29 13:56,1.42257E+12,11,7
2015/1/29 14:32,1.42257E+12,12,7
2015/1/29 14:37,1.42257E+12,13,7
2015/1/29 14:41,1.42257E+12,12,7
2015/1/29 14:43,1.42257E+12,11,7
2015/1/29 14:54,1.42257E+12,12,7
2015/1/29 15:06,1.42257E+12,13,7
2015/1/29 15:26,1.42257E+12,14,7
2015/1/29 15:36,1.42257E+12,13,7
2015/1/29 15:37,1.42257E+12,12,7
2015/1/29 15:41,1.42257E+12,13,7
2015/1/29 15:46,1.42258E+12,12,7
2015/1/29 16:01,1.42258E+12,13,7
2015/1/29 16:06,1.42258E+12,12,7
2015/1/29 16:16,1.42258E+12,13,7
2015/1/29 16:31,1.42258E+12,14,7
2015/1/29 16:36,1.42258E+12,13,7
2015/1/29 16:40,1.42258E+12,14,7
2015/1/29 16:46,1.42258E+12,15,7
2015/1/29 16:51,1.42258E+12,14,7
2015/1/29 17:00,1.42258E+12,15,6
2015/1/29 17:01,1.42258E+12,16,7
2015/1/29 17:04,1.42258E+12,17,7
2015/1/29 17:05,1.42258E+12,18,7
2015/1/29 17:06,1.42258E+12,17,6
2015/1/29 17:11,1.42258E+12,18,7
2015/1/29 17:12,1.42258E+12,19,7
2015/1/29 17:17,1.42258E+12,17,7
2015/1/29 17:21,1.42258E+12,18,7
2015/1/29 17:25,1.42258E+12,19,7
2015/1/29 17:30,1.42258E+12,20,7
2015/1/29 17:31,1.42258E+12,19,7
2015/1/29 17:43,1.42258E+12,21,7
2015/1/29 17:56,1.42258E+12,22,7
2015/1/29 17:57,1.42258E+12,23,7
2015/1/29 18:01,1.42258E+12,22,6
2015/1/29 18:06,1.42258E+12,23,7
2015/1/29 18:11,1.42258E+12,22,7
2015/1/29 18:20,1.42258E+12,23,7
2015/1/29 18:26,1.42258E+12,22,7
2015/1/29 18:41,1.42259E+12,23,7
2015/1/29 18:46,1.42259E+12,22,7
2015/1/29 18:51,1.42259E+12,23,7
2015/1/29 18:57,1.42259E+12,21,7
2015/1/29 19:01,1.42259E+12,20,7
2015/1/29 19:06,1.42259E+12,21,7
2015/1/29 19:11,1.42259E+12,20,7
2015/1/29 19:20,1.42259E+12,21,7
2015/1/29 21:06,1.42259E+12,20,6
2015/1/29 21:22,1.4226E+12,19,7
2015/1/29 23:46,1.4226E+12,18,7
2015/1/29 23:51,1.4226E+12,19,7
2015/1/30 00:16,1.42261E+12,18,7
2015/1/30 00:21,1.42261E+12,19,7
2015/1/30 00:51,1.42261E+12,18,7
2015/1/30 00:56,1.42261E+12,19,7
2015/1/30 01:41,1.42261E+12,18,7
2015/1/30 01:46,1.42261E+12,19,6
2015/1/30 02:51,1.42262E+12,18,7
2015/1/30 02:56,1.42262E+12,19,7
2015/1/30 03:26,1.42262E+12,18,7
2015/1/30 03:31,1.42262E+12,19,7
2015/1/30 03:36,1.42262E+12,18,7
2015/1/30 03:41,1.42262E+12,19,7
2015/1/30 03:46,1.42262E+12,18,7
2015/1/30 03:51,1.42262E+12,19,7
2015/1/30 04:06,1.42262E+12,18,7
2015/1/30 04:11,1.42262E+12,19,7
2015/1/30 04:56,1.42262E+12,18,7
2015/1/30 05:01,1.42262E+12,19,7
2015/1/30 05:06,1.42262E+12,18,7
2015/1/30 05:11,1.42262E+12,19,7
2015/1/30 05:21,1.42262E+12,18,7
2015/1/30 05:22,1.42262E+12,19,7
2015/1/30 07:01,1.42263E+12,18,6
2015/1/30 07:11,1.42263E+12,19,7
2015/1/30 07:21,1.42263E+12,18,7
2015/1/30 07:26,1.42263E+12,19,7
2015/1/30 07:33,1.42263E+12,20,7
2015/1/30 07:36,1.42263E+12,21,7
2015/1/30 07:43,1.42263E+12,20,7
2015/1/30 07:44,1.42263E+12,22,7
2015/1/30 07:48,1.42263E+12,20,7
2015/1/30 07:49,1.42263E+12,19,7
2015/1/30 07:56,1.42263E+12,18,7
2015/1/30 08:06,1.42263E+12,19,7
2015/1/30 08:08,1.42263E+12,18,7
2015/1/30 08:11,1.42263E+12,17,7
2015/1/30 08:16,1.42263E+12,18,7
2015/1/30 08:21,1.42263E+12,17,7
2015/1/30 08:22,1.42263E+12,16,7
2015/1/30 08:25,1.42264E+12,15,7
2015/1/30 08:26,1.42264E+12,16,7
2015/1/30 08:31,1.42264E+12,15,7
2015/1/30 08:36,1.42264E+12,16,7
2015/1/30 08:41,1.42264E+12,15,7
2015/1/30 08:54,1.42264E+12,14,7
2015/1/30 09:01,1.42264E+12,15,7
2015/1/30 09:06,1.42264E+12,14,7
