®H¨½ PM10,®H¨½ PM2.5,®H¨½ RH,®H¨½ Temp,®H¨½ Rain,®H¨½ Wind
51,41,74,20,0,0.9
54,41,75,20,0,0.5
53,38,76,20,0,0.7
50,38,78,19,0,0.5
46,35,78,19,0,0.7
44,35,79,19,0,0.3
48,42,79,19,0,0.4
49,39,79,19,0,0.4
51,41,81,19,0.4,0.1
60,45,83,19,0,1
57,46,78,20,0,0.4
56,45,74,21,0,0.3
55,42,69,22,0,0.9
48,39,69,22,0,2.9
59,54,72,21,0,2.5
70,63,75,20,0.2,1.9
72,58,77,19,0,1.2
71,58,81,19,0.2,0.7
70,62,80,19,0,0.2
65,58,80,19,0,0.1
54,46,81,19,0,0.6
49,43,81,19,0,0.6
49,42,82,19,0,0.5
49,43,82,18,0,1
46,39,82,18,0,0.1
49,38,83,18,0.2,0.1
46,38,84,18,0,0.9
39,34,84,18,0,0.5
37,33,84,18,0,0.6
37,32,84,18,0,0.8
32,26,83,18,0.2,0.5
29,23,84,18,0.8,0.3
29,23,84,18,0.4,0.6
31,23,83,19,0.2,0.5
33,26,81,19,0,0.7
28,27,77,20,0,0.6
21,15,70,22,0,0.6
13,7,68,23,0,1.3
15,7,67,23,0,2.3
26,19,68,22,0,2.7
34,27,69,22,0,1.5
35,19,69,22,0,0.9
35,20,69,22,0,0.8
34,23,72,21,0,1.2
35,25,74,21,0,0.8
37,29,74,21,0,0.6
40,31,76,20,0,1.3
40,32,77,20,0,0.7
42,31,78,20,0,0.9
44,28,79,20,0,0.3
48,33,80,19,0,0.7
48,38,81,19,0,0.5
48,33,81,19,0,0.9
46,33,82,19,0,0.4
46,40,82,19,0,0.4
50,44,82,19,0,0.4
51,42,82,19,0,0.3
54,45,82,20,0,1
55,47,82,20,0,1.1
51,45,82,20,0.4,1
42,40,84,19,2.8,1
29,27,85,19,0.8,0.8
27,24,84,19,0.2,0.5
31,29,79,20,0,0.4
28,28,74,21,0,0.4
29,24,73,22,0,0.1
33,23,73,21,0,1
35,27,75,21,0,0.1
45,31,80,20,0,0.7
50,26,82,20,0,0.3
44,20,83,19,0,0.6
43,23,83,19,0,0.3
42,23,85,18,0,0.6
35,24,86,18,0,0.3
34,20,87,18,0,0.6
32,15,87,17,0,0.5
27,15,87,17,0,0.6
23,14,87,17,0,0.7
20,14,87,17,0,0.6
18,15,87,16,0,0.6
21,14,87,17,0,0.6
23,13,82,19,0,0.2
26,19,72,21,0,0.1
22,17,59,24,0,0.4
17,4,50,26,0,1.5
22,9,53,27,0,3.5
29,22,52,26,0,4.4
33,25,49,26,0,4.2
28,22,48,25,0,3.2
29,19,49,25,0,2.6
35,23,51,24,0,2.2
43,24,54,23,0,1.1
76,47,63,22,0,0.9
76,50,67,21,0,0
49,30,70,20,0,0.4
54,32,74,19,0,0.2
68,51,76,18,0,0.7
70,56,77,18,0,0.2
55,41,79,17,0,0.4
49,33,80,17,0,0.2
45,32,81,17,0,0.4
42,32,81,16,0,0.7
38,27,82,16,0,0
37,25,81,16,0,0.3
40,25,79,17,0,0.1
39,22,71,20,0,0.1
38,25,61,23,0,1
34,26,53,25,0,1.1
33,22,50,26,0,1.6
38,29,49,27,0,2
42,33,48,28,0,3.2
55,45,49,28,0,3.7
73,60,52,27,0,3.8
89,72,55,26,0,3.4
97,78,58,25,0,3.1
92,73,61,24,0,2.1
89,70,64,23,0,1.3
94,73,67,22,0,0.4
98,79,70,21,0,0.5
98,83,73,20,0,0.6
94,84,75,20,0,0.1
90,80,76,19,0,0.6
88,76,78,19,0,0.4
89,83,79,19,0,0.4
89,84,80,18,0,0.7
87,84,79,19,0,0.5
89,84,78,19,0,0.2
93,83,79,19,0,0.3
98,85,78,19,0,0.5
94,80,72,21,0,0.5
77,70,63,23,0,0.2
54,44,55,26,0,1
38,24,49,28,0,1.9
35,20,48,28,0,2.3
39,20,50,28,0,3.1
51,30,54,27,0,3.7
61,39,56,27,0,2.6
64,40,57,27,0,2.4
64,41,60,26,0,2.8
59,45,63,25,0,1.8
59,48,66,25,0,0.6
67,49,69,24,0,1.1
70,50,73,23,0,0.3
66,51,75,22,0,0.7
62,49,77,22,0,0.6
60,51,79,21,0,0.6
57,51,79,21,0,0.3
57,47,79,21,0,0.4
56,46,80,20,0,0.1
55,46,82,20,0,0.7
53,45,82,19,0,0.5
54,48,82,19,0,0.1
61,47,80,20,0,0.9
61,47,72,22,0,0.5
53,45,62,25,0,0.3
45,35,53,27,0,0.8
36,30,44,29,0,1.4
27,25,48,29,0,3.1
33,26,50,30,0,3.2
48,32,54,29,0,2.9
62,37,58,28,0,2.5
60,40,59,28,0,2.8
65,50,63,27,0,2.2
75,50,69,26,0,1.9
70,42,73,25,0,1.5
60,37,74,25,0,1.3
53,31,76,24,0,0.8
53,27,76,24,0,1.3
55,31,77,24,0,0.5
53,30,77,24,0,0.9
51,33,78,23,0,0.2
46,32,77,22,0,0.4
44,33,80,22,0,0.2
46,34,80,21,0,0.3
40,27,79,21,0,0.1
38,28,80,21,0,0.6
46,33,78,22,0,0.3
49,34,69,24,0,0.3
42,27,55,27,0,0.8
28,22,41,30,0,0.6
17,20,32,31,0,1.5
24,17,36,32,0,4.9
34,19,37,32,0,4
39,17,40,32,0,3.7
53,24,49,31,0,4.3
62,37,55,29,0,3.3
64,45,61,28,0,3.1
61,42,65,26,0,2
59,37,70,26,0,1.2
57,38,73,25,0,0.6
54,35,75,24,0,0.8
50,26,75,24,0,0.7
53,27,75,24,0,1
51,33,72,24,0,0.8
48,33,75,23,0,0.2
46,32,78,22,0,0.8
40,29,79,22,0,0.5
37,30,81,21,0,0.5
35,33,81,21,0,0.3
38,31,81,21,0,0.4
45,32,78,22,0,0.3
48,35,66,24,0,0.6
34,27,51,28,0,0.6
26,19,37,30,0,0.8
26,17,33,31,0,1.8
29,15,34,32,0,3.2
34,20,36,32,0,3.6
37,28,40,32,0,3
44,31,45,31,0,2.8
54,34,53,30,0,3.4
54,29,52,29,0,2.9
51,23,57,27,0,2.4
51,24,63,26,0,1.3
48,22,66,25,0,0.7
46,19,68,25,0,0.4
43,19,74,24,0,0.5
43,22,75,23,0,0.5
40,25,78,22,0,0.4
33,25,78,22,0,0.3
33,23,80,21,0,0.2
33,19,80,20,0,0.1
31,19,80,20,0,0.6
31,20,80,19,0,0.3
29,18,83,19,0,0.6
29,20,74,20,0,0.2
34,25,64,24,0,0.4
33,20,44,27,0,0.2
23,13,30,30,0,1.4
16,9,24,32,0,1.2
15,7,27,33,0,2.5
21,9,30,33,0,2.6
29,13,36,33,0,3.2
40,17,44,32,0,4.1
48,22,47,31,0,3.6
48,22,49,30,0,2.9
46,20,53,28,0,1.6
39,22,55,27,0,0.5
42,24,61,26,0,0.5
45,24,66,25,0,0.3
46,26,70,24,0,0.2
46,26,73,23,0,0.8
39,24,75,23,0,0.5
35,25,76,22,0,0.7
35,23,77,21,0,0.5
33,20,74,21,0,0.8
27,23,74,20,0,0.6
29,25,77,20,0,0.7
34,23,78,19,0,0.4
38,26,73,21,0,0.1
42,30,64,24,0,0.6
39,19,53,27,0,0.3
26,12,43,29,0,0.8
22,14,38,31,0,1.1
24,16,31,32,0,2.3
26,17,34,33,0,3.6
35,20,42,32,0,4.6
44,28,45,31,0,3.6
45,29,47,31,0,3.2
46,27,50,29,0,2.1
45,25,53,28,0,1.7
42,27,58,27,0,1.3
43,29,63,26,0,1
42,25,66,25,0,0.6
43,26,70,25,0,0.5
43,28,74,24,0,0.6
42,28,76,23,0,0.7
40,33,77,23,0,0.3
38,33,79,22,0,0.4
42,30,79,22,0,0.7
39,28,79,21,0,0.5
38,23,80,21,0,0.7
39,24,80,21,0,0.4
44,38,76,22,0,0.1
48,44,66,25,0,0.5
40,32,52,28,0,0.1
35,22,46,30,0,0.9
31,17,44,32,0,2.3
27,19,44,32,0,3.3
35,28,46,33,0,4.3
50,34,48,32,0,4.3
49,31,50,32,0,4.2
38,27,53,31,0,3.9
37,29,57,29,0,3.2
39,28,62,28,0,2.7
39,27,64,27,0,1.2
35,28,68,26,0,2.2
28,26,71,25,0,1.4
28,19,72,24,0,0.8
33,22,74,24,0,0.7
35,32,76,23,0,0.5
35,34,78,23,0,0.6
37,30,79,22,0,0.4
35,31,79,22,0,0.2
37,37,78,22,0,0.4
35,31,76,21,0,0.7
33,26,78,21,0,0.4
35,29,74,23,0,0.4
35,27,66,25,0,0.6
38,25,57,28,0,0.3
39,27,53,30,0,1.2
44,27,54,31,0,3.7
48,28,55,31,0,3.8
50,28,54,31,0,4.9
50,29,55,31,0,4.7
44,30,56,30,0,5
39,28,65,27,11,2.6
29,20,73,23,0.2,2.6
20,13,69,24,0,2.1
22,11,72,24,0,1.6
26,14,74,23,0,1.1
29,18,76,23,0,0.4
29,19,77,23,0,0.5
27,18,77,23,0,0.4
26,16,79,22,0,0.5
26,11,80,22,0,0.4
24,11,81,21,0,0.6
22,13,81,21,0,0.5
20,13,81,21,0,0.8
21,14,81,20,0,0.4
27,12,81,21,0,0.2
29,12,76,22,0,0.2
31,16,68,24,0,0.2
28,16,58,27,0,0.4
18,12,49,30,0,0.9
22,13,49,31,0,4
32,19,51,30,0,3.9
34,24,50,30,0,3.5
44,31,53,30,0,4
64,43,56,28,0,3.3
75,48,58,27,0,3.2
61,40,62,26,0,1.8
50,32,65,25,0,1.1
55,33,68,25,0,0.7
55,34,69,24,0,0.8
54,35,71,23,0,0.7
56,42,72,23,0,0.4
56,41,72,22,0,0.7
55,31,71,22,0,0.7
49,33,73,22,0,0.8
44,34,74,21,0,1
42,32,74,21,0,0.8
39,29,75,20,0,1.1
39,27,74,20,0,0.4
39,29,75,20,0,1.1
44,28,74,21,0,0.5
54,37,69,23,0,0.9
55,40,64,25,0,0.9
54,39,59,27,0,2.6
51,37,56,27,0,3.9
45,28,53,28,0,2.7
40,25,50,28,0,3.4
44,27,50,28,0,3.6
50,26,51,27,0,4.6
49,28,57,24,0,2
48,28,59,24,0,1.9
49,28,60,23,0,1.7
50,30,61,23,0,1.5
50,31,62,22,0,1.2
50,30,63,21,0,1.4
50,28,64,21,0,0.7
45,25,66,21,0,0.6
44,27,66,21,0,1.3
43,26,66,20,0,0.9
38,25,66,20,0,1.3
44,29,67,20,0,1.5
46,28,67,20,0,0.7
44,26,68,20,0,0.9
46,27,68,20,0,0.6
55,31,70,20,0,0.5
66,40,73,21,0,0.4
70,42,69,22,0,0.8
73,46,62,24,0,0.3
64,44,56,26,0,2.9
49,32,55,25,0,3.4
49,33,57,25,0,2.6
51,31,58,25,0,3
53,28,60,24,0,3
51,31,61,24,0,3.7
50,33,63,23,0,3
49,31,64,23,0,1.3
50,37,71,22,0,1.9
50,39,70,22,0,1.3
39,31,65,22,0,0.9
32,27,69,22,0,0.6
38,28,70,22,0,0.3
37,26,70,21,0,0.8
26,19,69,21,0,0.7
23,16,72,21,0,0.2
32,25,74,20,0,1.2
37,32,74,20,0,0.9
35,32,75,20,0,0.2
37,31,75,20,0,0.8
43,33,73,21,0,0.7
45,33,70,22,0,0.7
39,27,63,24,0,0.2
38,25,62,24,0,2.2
43,26,64,23,0,2.6
48,31,62,24,0,1.8
43,38,61,24,0,1.4
40,35,61,25,0,2.1
46,30,63,24,0,2.3
46,29,64,24,0,2.6
40,25,66,23,0,2.3
28,12,67,23,0,1.1
22,10,67,23,0,0.8
23,12,69,22,0,1.1
27,16,70,22,0,0.3
31,25,73,21,0,0.6
34,27,75,21,0,0.7
34,26,78,21,0,0.4
29,25,80,20,0,0.3
29,25,79,20,0,1.1
31,29,80,20,0,0.4
31,30,79,20,0,0.2
33,27,80,20,0,0.9
33,25,80,20,0,0.3
33,24,79,20,0,0.5
32,23,82,19,2.4,1.9
31,24,84,19,3.2,1.1
29,22,83,20,0,1.4
27,16,82,20,0.2,0.7
21,16,79,21,0.8,0.6
17,14,81,20,1.6,2.4
20,9,83,20,1.2,0.8
18,13,83,20,0.6,0.5
13,5,82,20,0.4,0.7
13,5,83,20,0.8,0.3
17,14,84,20,0.4,0.1
21,15,85,19,0.6,1.1
20,16,84,19,1,0.1
17,12,83,19,0.2,0.8
17,11,82,19,0.6,0.4
17,14,84,19,0.6,0.4
16,14,85,18,0.8,0.3
17,11,85,18,1.2,0.5
15,10,86,18,3.2,0.5
15,11,86,18,0,0.7
15,12,86,18,0,0.8
13,7,85,18,0,0.4
11,7,85,18,0,0.7
16,13,84,19,0,0.6
20,15,79,20,0,0.5
15,12,73,21,0.2,0.3
12,8,68,23,0,1.5
13,5,66,24,0,1.8
15,7,64,24,0,2.7
15,11,68,23,0,2.5
18,16,70,22,0,0.4
21,14,74,21,0,1.9
24,13,78,20,0,1.6
27,20,81,20,0,1.5
29,25,82,20,0,1.2
34,24,81,20,0,0.6
35,27,81,20,0,0.3
33,32,83,20,0.2,0.5
34,31,84,20,0,0.4
33,29,83,19,0,0.2
38,30,84,19,0,0.5
39,30,83,19,0,0.4
34,28,85,19,0,0.9
33,27,84,19,0,1.9
29,26,83,18,0,1.2
29,24,82,19,0,0.7
32,20,81,18,0,0.7
31,19,76,18,0,2.2
29,22,69,19,0,1.3
28,20,68,20,0,1.6
29,24,67,20,0,2.6
32,24,67,20,0,1.1
34,23,63,21,0,1.1
33,27,58,22,0,0.4
32,28,55,23,0,0.8
35,26,56,23,0,2.4
43,30,53,23,0,1.8
55,39,52,22,0,3.4
61,46,54,21,0,2.2
59,47,55,20,0,1.3
65,43,61,19,0,0.6
65,43,66,18,0,0.5
59,41,70,17,0,0.1
57,38,72,15,0,0.9
53,34,73,15,0,0.9
51,31,71,15,0,0.7
51,34,75,14,0,0.5
48,37,77,14,0,0.5
46,34,77,13,0,0.7
49,32,76,13,0,0.4
45,29,74,13,0,0.4
48,27,67,14,0,0.5
50,26,56,17,0,0.9
44,20,30,19,0,1
39,12,21,21,0,1.4
29,9,13,23,0,1
28,13,17,23,0,2.3
37,16,19,24,0,3.2
48,19,18,24,0,3.9
49,20,17,24,0,3.7
46,16,19,24,0,3.4
49,18,23,23,0,2.3
50,25,29,21,0,0.2
43,23,33,19,0,1.1
37,19,40,18,0,0.4
43,19,47,16,0,0.1
44,18,54,15,0,0.4
40,19,58,14,0,0.2
38,19,62,13,0,0.2
35,20,63,13,0,0.3
32,23,67,12,0,0.3
29,22,70,11,0,0.6
29,20,68,11,0,0.2
31,17,70,10,0,0.3
32,15,68,11,0,0.3
37,20,60,13,0,0.2
42,23,50,16,0,0.4
38,22,30,20,0,0.7
29,14,21,23,0,0.7
29,12,24,25,0,1.5
35,14,23,26,0,2.1
40,15,25,27,0,3.3
50,24,33,26,0,3.1
66,37,38,26,0,4.2
75,47,43,25,0,3.6
79,55,51,23,0,2.7
88,64,57,22,0,1.3
92,69,59,21,0,0.9
94,69,61,21,0,0.9
93,65,65,20,0,0.2
87,64,65,20,0,1.4
82,62,68,19,0,0.3
82,64,72,19,0,0.7
83,65,72,18,0,0.1
76,60,72,18,0,0.1
73,61,73,18,0,0.4
77,61,75,18,0,0.3
61,46,64,18,0,1.2
50,37,67,17,0,0.3
57,42,63,19,0,0.7
60,39,53,21,0,0.2
51,28,43,24,0,0.2
39,24,32,26,0,0.2
41,25,27,28,0,1.8
43,27,30,29,0,2
46,28,36,29,0,1.5
49,27,38,30,0,1.9
53,27,40,30,0,2.3
55,30,41,30,0,2.3
56,32,48,29,0,3.1
57,30,55,26,0,2.2
60,27,60,25,0,1.7
61,30,64,24,0,0.9
59,34,69,23,0,0.9
55,33,72,22,0,0.4
53,33,75,21,0,0.7
53,33,77,20,0,0.6
48,30,79,20,0,0.6
45,29,80,19,0,0.5
48,29,80,18,0,0.7
46,28,80,18,0,0.6
43,29,80,18,0,0.5
45,31,80,17,0,0.9
50,34,75,19,0,0.2
54,37,63,22,0,0.3
48,29,48,25,0,0.2
39,23,42,28,0,0.5
35,22,36,29,0,1.6
40,20,41,30,0,3.3
49,26,40,31,0,2.8
54,32,45,30,0,4.1
67,45,53,29,0,3
82,55,55,29,0,2.5
87,61,60,27,0,2.3
95,72,63,26,0,1.5
104,79,66,26,0,1.2
109,88,69,25,0,0.8
109,87,72,25,0,0.7
103,80,74,24,0,0.2
101,79,76,23,0,0.8
95,77,78,23,0,0.4
88,77,78,22,0,0.2
89,74,79,22,0,0.5
90,72,81,21,0,0.4
86,72,81,21,0,0.3
82,68,82,21,0,0.4
81,66,82,21,0,0.5
72,66,76,22,0,0.4
71,63,67,25,0,0.8
62,49,54,28,0,0.7
44,34,47,30,0,0.5
33,26,42,32,0,1.3
27,18,44,33,0,2
27,13,48,33,0,3.1
53,14,55,32,0,4.3
76,22,62,30,0,3.2
78,25,65,29,0,1.9
79,23,67,29,0,1.7
79,24,71,28,0,1.7
68,22,73,27,0,1.1
136,100,75,26,0,0.9
337,319,77,26,2.8,0.6
252,238,82,25,0,0.6
35,18,83,25,0,0.3
28,22,84,25,0,0.4
28,19,84,24,0,0.7
29,18,85,24,0,0.7
28,18,83,24,0,0.7
28,12,83,24,0,0.7
29,8,83,24,0,0.7
27,13,82,24,0,0.4
32,17,82,24,0,0.4
37,20,80,25,0,0.5
37,27,76,26,0,0.5
40,26,72,27,0,0.3
33,24,62,29,0,0.7
18,19,52,30,0,1.3
15,14,51,30,0,0.6
17,16,56,30,0,1.5
31,17,65,28,1,2.5
38,19,73,26,0.2,2.1
31,20,66,25,0,4
31,23,67,25,0,2.3
29,20,70,25,0,1.1
28,15,72,25,0,0.9
32,17,77,24,0,0.7
34,17,79,24,0,0.4
34,19,79,23,0,0.2
35,19,81,23,0,0.6
35,19,81,23,0,0.5
35,23,82,22,0,0.5
35,25,83,22,0,0.1
33,19,83,22,0,0.4
29,17,83,22,0,0.2
32,22,83,22,0,0.4
40,25,81,23,0,0.8
43,28,76,24,0,0.1
40,27,65,27,0,0.2
32,24,55,29,0,0.4
21,18,47,30,0,1.2
17,13,46,31,0,1.2
21,10,42,32,0,2.2
24,12,45,33,0,2.5
27,13,48,32,0,3.8
28,15,38,31,0,2.5
32,18,46,29,0,2.4
38,17,61,28,0,2
32,17,65,27,0,1.8
26,15,67,26,0,1.7
27,14,68,26,0,0.5
26,18,68,26,0,0.3
27,19,72,25,0,0.4
28,20,74,24,0,0.5
28,19,77,24,0,0.5
27,17,78,24,1,0.4
26,19,81,23,0,0.3
26,20,83,23,1,0.4
24,16,84,23,6,0.9
20,14,86,22,7.6,1.6
16,10,77,22,2.4,4.8
16,9,79,22,1.2,2.9
17,9,80,22,0,1
17,11,75,23,0,1.2
14,12,70,25,0,0.8
11,12,63,27,0,0.9
12,10,57,28,0,1.2
21,14,60,28,0,3.3
35,31,67,27,0,2.4
42,39,67,26,0,2.8
45,40,71,25,0,2.6
54,41,72,24,0,1.9
56,42,74,24,0,2.3
62,53,75,23,0,1.6
70,56,80,22,0.4,0.7
68,53,83,22,0,1.2
67,59,83,22,0,1.3
67,61,83,22,0,0.4
70,60,82,22,0,0.4
68,58,83,22,0,0.1
62,58,82,22,0,0.2
62,55,84,22,0,0.7
61,47,83,22,0,0.3
59,46,83,22,0,0.4
55,43,81,22,0,0.5
50,40,74,24,0,0.3
38,38,67,26,0,1.4
29,29,62,28,0,2.3
28,19,62,28,0,3.6
28,18,60,28,0,3.5
32,25,59,29,0,1.1
27,27,57,29,0,1.7
28,27,56,29,0,3.2
39,30,60,28,0,3.7
46,32,62,27,0,3.3
48,30,64,26,0,1.9
45,28,65,25,0,0.8
46,30,67,25,0,0.4
46,33,69,25,0,0.1
45,34,71,25,0,0.1
44,31,74,24,0,0.2
40,30,75,23,0,0.5
37,30,76,23,0,0.5
38,28,78,22,0,0.6
38,29,79,22,0,0.7
38,29,80,22,0,0.5
42,30,80,22,0,0.3
44,32,80,22,0,0.5
45,31,75,23,0,0.4
39,26,69,24,0,0.3
35,24,65,26,0,0.7
31,27,60,27,0,1.4
29,28,56,29,0,2.4
34,28,54,30,0,3.8
40,32,53,30,0,4.2
46,39,54,29,0,4.3
55,46,56,29,0,4.1
59,44,60,28,0,4
59,37,66,27,0,2.6
59,31,69,25,0,2.5
56,34,71,25,0,1.4
55,38,70,25,0,0.1
55,38,73,24,0,0.5
55,40,75,24,0,0.7
57,42,76,23,0,0.3
56,39,77,23,0,0.6
50,35,79,23,0,0.6
46,37,80,22,0,0.3
46,31,78,22,0,0.7
48,32,81,22,0,0.4
48,35,82,22,0,0.4
48,37,81,22,0,0.3
53,39,80,22,0,0.4
56,39,76,24,0,0.3
54,40,66,26,0,0.7
49,37,58,28,0,2
50,33,60,28,0,4.2
56,35,58,29,0,4.1
55,39,57,29,0,3.3
60,44,59,29,0,4
71,46,62,28,0,4.4
73,43,63,28,0,3.1
68,43,65,27,0,2.9
67,43,68,26,0,1.3
72,40,72,25,0,1.3
73,40,73,25,0,0.5
67,41,75,24,0,0.9
65,41,76,24,0,0.1
64,43,79,23,0,0.4
61,42,79,22,0,0.9
55,37,79,22,0,0.7
54,33,80,22,0,0.2
57,38,82,21,0,0.4
56,40,82,21,0,0.6
54,40,82,21,0,0.2
49,40,81,21,0,0.7
48,41,77,22,0,0.7
49,38,69,24,0,0.3
43,33,60,27,0,0.5
38,33,55,29,0,1.1
40,30,54,30,0,3.1
45,29,52,30,0,4.2
49,33,54,30,0,4
54,40,55,30,0,4.8
61,43,56,29,0,3.9
65,38,58,29,0,4
60,33,59,28,0,3.6
60,37,63,27,0,2.7
66,41,66,26,0,1.5
66,43,67,26,0,0.8
65,43,69,25,0,1
65,42,71,24,0,0.5
59,38,74,23,0,0.6
54,34,76,23,0,0.5
51,37,78,22,0,0.3
49,37,79,22,0,0.2
49,34,79,22,0,0.3
46,34,80,21,0,0.2
46,32,81,21,0,0.3
45,34,79,21,0,0.9
43,34,72,23,0,0.1
43,32,66,25,0,0.1
42,29,58,27,0,0.9
40,25,51,29,0,0.5
40,26,50,30,0,1.9
37,27,51,30,0,3.3
42,30,48,30,0,3.7
50,33,49,31,0,4.6
51,33,51,30,0,4.1
48,33,51,30,0,3.8
42,27,55,28,0,3.5
46,25,63,27,0,2.5
54,30,65,26,0,1
55,32,68,25,0,0.7
54,34,71,25,0,1
54,37,72,24,0,0.7
53,35,74,23,0,0.2
49,35,75,23,0,0.4
46,35,76,23,0,0.8
45,30,77,22,0,0.3
42,27,78,22,0,0.4
40,29,78,21,0,0
39,31,77,21,0,0.5
39,31,78,21,0,0.2
45,30,73,22,0,0.6
44,31,65,25,0,0.4
38,27,56,27,0,1
34,24,53,29,0,1.4
34,24,50,30,0,2.2
34,20,48,31,0,3.1
45,27,49,31,0,4
65,38,54,30,0,4.1
73,43,56,29,0,4.1
65,45,57,29,0,3.7
59,45,58,28,0,2.6
59,43,60,27,0,2.2
57,38,63,26,0,1.4
61,39,66,25,0,0.8
61,41,69,25,0,0.4
60,42,71,24,0,0
60,46,73,24,0,0.6
60,44,75,23,0,1
62,44,75,24,0,0.2
59,46,76,23,0,0.7
53,46,77,23,0,0.6
51,51,78,23,0,0.4
54,51,78,22,0,0.1
55,50,79,22,0,0.5
61,53,77,23,0,0.4
65,53,70,25,0,0.3
56,44,60,27,0,0.8
40,26,54,30,0,1.7
37,25,51,31,0,2.4
34,23,52,31,0,4.5
46,26,54,31,0,4.4
61,37,57,30,0,2.9
64,47,65,28,0,3.1
56,45,66,28,0,2.7
45,38,71,26,0.2,2.2
45,38,79,25,1,1.2
46,43,81,25,0,1.3
45,42,80,25,0,1.2
50,38,82,24,0,1.2
49,30,82,24,0,0.9
43,30,82,23,0,0.7
44,30,82,23,0,1.2
40,26,81,23,0,0.9
38,26,82,23,0.2,1.1
39,27,82,23,0,0.2
40,32,82,23,0,0.8
35,34,81,23,0,0
35,29,80,23,0,0.4
44,27,78,23,0,0.4
46,26,73,25,0,0.4
46,26,66,27,0,0.2
40,27,55,29,0,0.2
34,25,50,31,0,1.1
34,25,54,30,0,4.2
37,26,54,31,0,3.8
43,27,59,30,0,3.7
46,32,61,29,0,3.1
40,33,59,29,0,2.9
37,27,58,29,0,2
42,28,65,28,0,2.5
49,31,71,27,0,1.3
55,37,73,26,0,1.1
51,38,75,25,0,0.5
48,34,76,25,0,0.8
50,35,79,24,0,0.7
50,40,80,24,0,0.1
46,33,79,24,0,0.4
44,26,79,23,0,1
44,29,79,24,0.6,0.6
34,29,81,22,10,1.4
26,26,82,22,0.6,0.6
28,22,81,22,0,1.1
31,20,79,23,0,0
29,22,75,25,0,0.9
31,27,69,27,0,0.2
32,29,60,29,0,1.4
32,23,54,30,0,1.9
33,22,48,32,0,3.2
42,29,48,32,0,3.3
55,40,53,32,0,4
62,49,53,31,0,3.7
62,51,56,31,0,4.6
64,50,58,29,0,3.4
59,46,60,28,0,2.6
57,45,62,28,0,0.5
61,51,66,27,0,0.8
60,51,70,26,0,0.3
62,49,72,25,0,0.5
64,51,74,24,0,0.1
60,49,77,24,0,0.2
59,48,78,23,0,0.4
56,50,78,23,0,0.3
50,48,75,23,0,0.2
50,46,76,23,0,0.4
51,45,78,22,0,0.3
50,41,77,22,0,0.6
48,38,66,24,0,0.4
50,35,62,26,0,0.6
51,34,57,27,0,0.5
50,39,56,28,0,1
51,42,55,30,0,1.8
55,40,64,28,0.4,3.6
60,45,72,27,0.2,2.5
62,53,71,27,0.2,1.6
59,50,79,25,0.2,1.6
54,47,79,24,0,2.4
50,41,79,25,0,1.7
49,38,79,24,0,1.1
46,38,80,24,0,1.1
48,32,79,24,0,1
49,34,80,24,0,1.2
45,32,79,24,0,1
40,27,80,23,0,1
38,25,80,23,0,0.8
37,23,81,23,0,1.2
33,20,80,23,0,0.4
33,20,81,22,0,0.8
32,24,81,22,0,0.8
31,27,82,22,0,0.3
31,29,81,22,0,0.4
33,26,77,24,0,0.4
33,27,66,26,0,0.3
28,27,61,28,0,0.5
28,22,56,30,0,1.6
29,22,54,31,0,2
32,30,55,31,0,2.5
38,33,54,32,0,2.1
38,30,55,32,0,3.3
48,28,62,31,0,3.5
55,27,68,29,0,3.3
48,22,69,28,0,2
40,26,77,27,0.2,1.5
40,32,78,26,0,1.6
44,31,79,26,0,0.9
43,25,80,26,0,0.7
43,23,80,25,0,0.6
43,27,81,25,0,0.5
42,25,84,24,0,0.1
38,23,83,24,0,0.1
35,23,83,24,0,0.3
42,25,84,24,0,0.6
39,24,83,24,0,0.4
35,26,82,24,0,0.6
34,26,81,24,0,0.3
38,24,80,24,0,0.7
38,28,73,25,0,0.6
27,24,67,27,0,0.7
24,15,63,28,0,1.2
24,17,59,29,0,0.8
23,20,56,30,0,0.7
27,19,56,30,0,1
27,17,59,30,0,1.9
26,17,63,30,0,2.7
26,18,67,29,0,1.4
26,25,73,28,0,1.2
33,26,77,27,0,1.1
42,26,79,26,0,1.2
37,31,80,26,0,1.2
39,31,81,25,0,1.2
42,27,80,26,0,0.3
37,25,81,25,0,0.8
34,27,83,25,1.4,0.8
29,23,82,25,0,0.9
29,25,81,25,0,0.3
31,26,82,24,1.6,0.6
28,20,84,24,0.2,0.4
24,16,82,24,0,0.3
22,16,82,24,0,0.2
23,19,81,25,0,0.4
24,18,78,25,0,0.4
28,15,78,25,0,1
27,18,74,26,0,1.1
27,20,73,27,0,0.5
29,19,67,28,0,0.3
27,19,61,30,0,1
28,18,61,30,0,1.2
28,20,66,29,2,0.4
28,20,74,27,0,1.7
33,20,71,27,0,1.4
37,22,77,26,0.6,1.3
32,25,83,24,3.8,0.9
27,25,82,25,0,0.3
33,26,83,25,0.2,0
35,31,85,24,1,0.3
32,31,85,24,2.4,0.7
31,31,86,24,8.4,0.7
31,22,86,24,8,0.9
24,15,85,23,0,1.6
23,22,83,23,0,0.6
26,19,84,23,0,0.9
29,14,85,23,0,0.6
32,16,85,23,0.4,0.8
27,19,85,23,0,0.6
26,19,85,23,0.2,1
26,20,85,23,1.4,0.9
